#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-10-31T19:46:12 [V7.5.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-10-31T19:46:12	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=VI/49/bound_18&-order=I&-out=RAB1875&-out=DEB1875&-out=cst&-out=type&-out=_RA.icrs&-out=_DE.icrs&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_6049
#Name: VI/49
#Title: Constellation Boundary Data (Davenhall+ 1989)
#INFO	ivoid=ivo://cds.vizier/vi/49	    IVOID of underlying data collection
#INFO	creator=Davenhall A.C.	    First author or institution
#INFO	cites=bibcode:1997yCat.6049....0D	    Bibcode of the dataset
#INFO	original_date=1997	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VI/49	    Dataset landing page
#INFO	publication_date=2024-10-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	B1875:	eq_FK4 B1875
#Table	VI_49_bound_18:
#Name: VI/49/bound_18
#Title: Boundaries for B1875 (original file)
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	RAB1875	(F8.4)	[0/24]? Right ascension in decimal hours (B1875)	[ucd=pos.eq.ra;meta.main]
#Column	DEB1875	(F9.5)	[-90/88]? Declination in degrees (1875)	[ucd=pos.eq.dec;meta.main]
#Column	cst	(A4)	Constellation abbreviation	[ucd=meta.id.part]
#Column	type	(A1)	[O] Type of point (O = original)	[ucd=meta.note]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;RAB1875;DEB1875;cst;type;_RA.icrs;_DE.icrs
321.807714;-24.959724;319.9999;-25.50000;CAP ;O;321.8077;-24.95972
329.770240;-24.904002;328.0000;-25.50000;CAP ;O;329.7702;-24.90400
329.656097;-08.404380;328.0000;-09.00000;CAP ;O;329.6561;-08.40438
321.668368;-08.460276;319.9999;-09.00000;CAP ;O;321.6684;-08.46028
321.716383;-14.460085;319.9999;-15.00000;CAP ;O;321.7164;-14.46009
309.743875;-14.563115;307.9999;-15.00000;CAP ;O;309.7439;-14.56311
170.155742;-57.184415;168.7500;-56.50000;CAR ;O;170.1557;-57.18441
166.337072;-57.174512;165.0000;-56.50000;CAR ;O;166.3371;-57.17451
133.323388;-56.974010;132.4999;-56.50000;CAR ;O;133.3234;-56.97401
133.379915;-54.974258;132.4999;-54.50000;CAR ;O;133.3799;-54.97426
127.566841;-54.920506;126.7500;-54.50000;CAR ;O;127.5668;-54.92051
127.609026;-53.420708;126.7500;-53.00000;CAR ;O;127.6090;-53.42071
123.319852;-53.378245;122.5000;-53.00000;CAR ;O;123.3199;-53.37824
123.380871;-51.128554;122.5000;-50.75000;CAR ;O;123.3809;-51.12855
120.861427;-51.102606;120.0000;-50.75000;CAR ;O;120.8614;-51.10261
090.748628;-50.754531;090.0000;-50.75000;CAR ;O;090.7486;-50.75453
090.693427;-52.504196;090.0000;-52.50000;CAR ;O;090.6934;-52.50420
093.194082;-52.534564;092.5000;-52.50000;CAR ;O;093.1941;-52.53456
093.107117;-55.034036;092.5000;-55.00000;CAR ;O;093.1071;-55.03404
098.113987;-55.094554;097.5000;-55.00000;CAR ;O;098.1140;-55.09455
097.994779;-58.093838;097.5000;-58.00000;CAR ;O;097.9948;-58.09384
103.010817;-58.153701;102.4999;-58.00000;CAR ;O;103.0108;-58.15370
102.702972;-64.151882;102.4999;-64.00000;CAR ;O;102.7030;-64.15188
136.094421;-64.499090;135.4999;-64.00000;CAR ;O;136.0944;-64.49909
135.243254;-75.495521;135.4999;-75.00000;CAR ;O;135.2433;-75.49552
169.856725;-75.684099;168.7500;-75.00000;CAR ;O;169.8567;-75.68410
170.084615;-64.684343;168.7500;-64.00000;CAR ;O;170.0846;-64.68434
344.342802;+53.167966;343.0000;+52.50000;CAS ;O;344.3428;+53.16797
344.303993;+56.917897;343.0000;+56.25000;CAS ;O;344.3040;+56.91790
344.269090;+59.751165;343.0000;+59.08333;CAS ;O;344.2691;+59.75116
348.859616;+59.764603;347.5000;+59.08333;CAS ;O;348.8596;+59.76460
348.816441;+63.681217;347.5000;+63.00000;CAS ;O;348.8164;+63.68122
355.217528;+63.692802;353.7499;+63.00000;CAS ;O;355.2175;+63.69280
355.197805;+66.692788;353.7499;+66.00000;CAS ;O;355.1978;+66.69279
006.763668;+66.692356;004.9999;+66.00000;CAS ;O;006.7637;+66.69236
006.922840;+77.692251;004.9999;+77.00000;CAS ;O;006.9228;+77.69225
055.308330;+77.416243;051.2500;+77.00000;CAS ;O;055.3083;+77.41624
054.236741;+68.421382;051.2500;+68.00000;CAS ;O;054.2367;+68.42138
049.395183;+68.466222;046.5000;+68.00000;CAS ;O;049.3952;+68.46622
048.900704;+57.468437;046.5000;+57.00000;CAS ;O;048.9007;+57.46844
038.762139;+57.551229;036.4999;+57.00000;CAS ;O;038.7621;+57.55123
038.802153;+59.051081;036.4999;+58.50000;CAS ;O;038.8022;+59.05108
030.795445;+59.104532;028.6249;+58.50000;CAS ;O;030.7954;+59.10453
030.773448;+58.104598;028.6249;+57.50000;CAS ;O;030.7734;+58.10460
027.595055;+58.122642;025.5000;+57.50000;CAS ;O;027.5951;+58.12264
027.533477;+54.622812;025.5000;+54.00000;CAS ;O;027.5335;+54.62281
022.455865;+54.647697;020.5000;+54.00000;CAS ;O;022.4559;+54.64770
022.407791;+50.647808;020.5000;+50.00000;CAS ;O;022.4078;+50.64781
018.605767;+50.663167;016.7500;+50.00000;CAS ;O;018.6058;+50.66317
018.588271;+48.663201;016.7500;+48.00000;CAS ;O;018.5883;+48.66320
014.788742;+48.675671;013.0000;+48.00000;CAS ;O;014.7887;+48.67567
014.775952;+46.675692;013.0000;+46.00000;CAS ;O;014.7760;+46.67569
004.143178;+46.694871;002.5000;+46.00000;CAS ;O;004.1432;+46.69487
004.146269;+48.694867;002.5000;+48.00000;CAS ;O;004.1463;+48.69487
355.275994;+48.692851;353.7499;+48.00000;CAS ;O;355.2760;+48.69285
355.270479;+50.692845;353.7499;+50.00000;CAS ;O;355.2705;+50.69285
351.465600;+50.686955;349.9999;+50.00000;CAS ;O;351.4656;+50.68695
351.452816;+53.186940;349.9999;+52.50000;CAS ;O;351.4528;+53.18694
166.479208;-35.674699;165.0000;-35.00000;CEN ;O;166.4792;-35.67470
166.456340;-40.424671;165.0000;-39.75000;CEN ;O;166.4563;-40.42467
166.337072;-57.174512;165.0000;-56.50000;CEN ;O;166.3371;-57.17451
170.155742;-57.184415;168.7500;-56.50000;CEN ;O;170.1557;-57.18441
170.084615;-64.684343;168.7500;-64.00000;CEN ;O;170.0846;-64.68434
179.057196;-64.695870;177.4999;-64.00000;CEN ;O;179.0572;-64.69587
179.070614;-55.695864;177.4999;-55.00000;CEN ;O;179.0706;-55.69586
194.334403;-55.677180;192.4999;-55.00000;CEN ;O;194.3344;-55.67718
194.438279;-64.677043;192.4999;-64.00000;CEN ;O;194.4383;-64.67704
204.680222;-64.638021;202.5000;-64.00000;CEN ;O;204.6802;-64.63802
220.514957;-64.539091;217.9999;-64.00000;CEN ;O;220.5150;-64.53909
220.234422;-55.540152;217.9999;-55.00000;CEN ;O;220.2344;-55.54015
214.656762;-55.580021;212.5000;-55.00000;CEN ;O;214.6568;-55.58002
214.450192;-42.580695;212.5000;-42.00000;CEN ;O;214.4502;-42.58070
225.796246;-42.494218;223.7500;-42.00000;CEN ;O;225.7962;-42.49422
225.630723;-29.994908;223.7500;-29.50000;CEN ;O;225.6307;-29.99491
190.417272;-30.186430;188.7499;-29.50000;CEN ;O;190.4173;-30.18643
190.427074;-33.686425;188.7499;-33.00000;CEN ;O;190.4271;-33.68642
185.387310;-33.693938;183.7500;-33.00000;CEN ;O;185.3873;-33.69394
185.390162;-35.693939;183.7500;-35.00000;CEN ;O;185.3902;-35.69394
300.573344;+59.851058;300.0000;+59.50000;CEP ;O;300.5733;+59.85106
300.485291;+61.850598;300.0000;+61.50000;CEP ;O;300.4853;+61.85060
306.811913;+61.914349;306.2500;+61.50000;CEP ;O;306.8119;+61.91435
306.517485;+67.412919;306.2500;+67.00000;CEP ;O;306.5175;+67.41292
310.334109;+67.448991;310.0000;+67.00000;CEP ;O;310.3341;+67.44899
309.573275;+75.445489;310.0000;+75.00000;CEP ;O;309.5733;+75.44549
301.873617;+75.370844;302.5000;+75.00000;CEP ;O;301.8736;+75.37084
300.674198;+80.364750;302.5000;+80.00000;CEP ;O;300.6742;+80.36475
313.706262;+80.486739;315.0000;+80.00000;CEP ;O;313.7063;+80.48674
308.722253;+86.465584;315.0000;+86.00000;CEP ;O;308.7223;+86.46558
308.332728;+86.630586;315.0000;+86.16666;CEP ;O;308.3327;+86.63059
343.511367;+86.836807;345.0000;+86.16666;CEP ;O;343.5114;+86.83681
339.263111;+88.663804;345.0000;+88.00000;CEP ;O;339.2631;+88.66380
135.830448;+87.568969;120.0000;+88.00000;CEP ;O;135.8304;+87.56897
130.401376;+86.097586;120.0000;+86.50000;CEP ;O;130.4014;+86.09759
127.952574;+84.610419;120.0000;+85.00000;CEP ;O;127.9526;+84.61042
084.534934;+85.123923;075.0000;+85.00000;CEP ;O;084.5349;+85.12392
080.488260;+80.147818;075.0000;+80.00000;CEP ;O;080.4883;+80.14782
057.529966;+80.398600;052.6249;+80.00000;CEP ;O;057.5300;+80.39860
056.725783;+77.402526;052.6249;+77.00000;CEP ;O;056.7258;+77.40253
055.308330;+77.416243;051.2500;+77.00000;CEP ;O;055.3083;+77.41624
006.922840;+77.692251;004.9999;+77.00000;CEP ;O;006.9228;+77.69225
006.763668;+66.692356;004.9999;+66.00000;CEP ;O;006.7637;+66.69236
355.197805;+66.692788;353.7499;+66.00000;CEP ;O;355.1978;+66.69279
355.217528;+63.692802;353.7499;+63.00000;CEP ;O;355.2175;+63.69280
348.816441;+63.681217;347.5000;+63.00000;CEP ;O;348.8164;+63.68122
348.859616;+59.764603;347.5000;+59.08333;CEP ;O;348.8596;+59.76460
344.269090;+59.751165;343.0000;+59.08333;CEP ;O;344.2691;+59.75116
344.303993;+56.917897;343.0000;+56.25000;CEP ;O;344.3040;+56.91790
335.910912;+56.882516;334.7500;+56.25000;CEP ;O;335.9109;+56.88252
335.931287;+55.632568;334.7500;+55.00000;CEP ;O;335.9313;+55.63257
333.137602;+55.617787;331.9999;+55.00000;CEP ;O;333.1376;+55.61779
333.174669;+53.367891;331.9999;+52.75000;CEP ;O;333.1747;+53.36789
330.639208;+53.353220;329.5000;+52.75000;CEP ;O;330.6392;+53.35322
330.602189;+55.436437;329.5000;+54.83333;CEP ;O;330.6022;+55.43644
309.831382;+55.275296;309.0000;+54.83333;CEP ;O;309.8314;+55.27530
309.623848;+61.357664;309.0000;+60.91667;CEP ;O;309.6238;+61.35766
308.660864;+61.348614;308.0500;+60.91667;CEP ;O;308.6609;+61.34861
308.716646;+59.932209;308.0500;+59.50000;CEP ;O;308.7166;+59.93221
006.601217;+00.692546;004.9999;+00.00000;CET ;O;006.6012;+00.69255
006.603675;+02.692541;004.9999;+02.00000;CET ;O;006.6037;+02.69254
031.615113;+02.597883;030.0000;+02.00000;CET ;O;031.6151;+02.59788
031.665095;+10.514386;030.0000;+09.91667;CET ;O;031.6651;+10.51439
050.946229;+10.363200;049.2499;+09.91667;CET ;O;050.9462;+10.36320
050.852805;+00.446978;049.2499;+00.00000;CET ;O;050.8528;+00.44698
050.836504;-01.302944;049.2499;-01.75000;CET ;O;050.8365;-01.30294
041.339051;-01.221018;039.7500;-01.75000;CET ;O;041.3391;-01.22102
041.148587;-23.853565;039.7500;-24.38333;CET ;O;041.1486;-23.85357
026.465850;-23.756215;025.0000;-24.38333;CET ;O;026.4659;-23.75621
026.458740;-24.872865;025.0000;-25.50000;CET ;O;026.4587;-24.87286
359.110472;-24.804154;357.4999;-25.50000;CET ;O;359.1105;-24.80415
359.103210;-06.304184;357.4999;-07.00000;CET ;O;359.1032;-06.30418
006.592590;-06.307437;004.9999;-07.00000;CET ;O;006.5926;-06.30744
111.651257;-82.775908;115.0000;-82.50000;CHA ;O;111.6513;-82.77591
209.111251;-83.120165;205.0000;-82.50000;CHA ;O;209.1113;-83.12017
207.781426;-75.623679;205.0000;-75.00000;CHA ;O;207.7814;-75.62368
169.856725;-75.684099;168.7500;-75.00000;CHA ;O;169.8567;-75.68410
135.243254;-75.495521;135.4999;-75.00000;CHA ;O;135.2433;-75.49552
114.214226;-75.289941;115.0000;-75.00000;CHA ;O;114.2142;-75.28994
204.680222;-64.638021;202.5000;-64.00000;CIR ;O;204.6802;-64.63802
204.707420;-65.637956;202.5000;-65.00000;CIR ;O;204.7074;-65.63796
207.267970;-65.625030;205.0000;-65.00000;CIR ;O;207.2680;-65.62503
207.460839;-70.624524;205.0000;-70.00000;CIR ;O;207.4608;-70.62452
224.166478;-70.511618;221.2500;-70.00000;CIR ;O;224.1665;-70.51162
224.003649;-68.012279;221.2500;-67.50000;CIR ;O;224.0036;-68.01228
226.557162;-67.990997;223.7500;-67.50000;CIR ;O;226.5572;-67.99100
226.353552;-64.075193;223.7500;-63.58333;CIR ;O;226.3536;-64.07519
230.166594;-64.041627;227.5000;-63.58333;CIR ;O;230.1666;-64.04163
230.054573;-61.458804;227.5000;-61.00000;CIR ;O;230.0546;-61.45880
232.589778;-61.435361;229.9999;-61.00000;CIR ;O;232.5898;-61.43536
232.549869;-60.435548;229.9999;-60.00000;CIR ;O;232.5499;-60.43555
232.381893;-55.436335;229.9999;-55.00000;CIR ;O;232.3819;-55.43633
228.083481;-55.475552;225.7500;-55.00000;CIR ;O;228.0835;-55.47555
220.234422;-55.540152;217.9999;-55.00000;CIR ;O;220.2344;-55.54015
220.514957;-64.539091;217.9999;-64.00000;CIR ;O;220.5150;-64.53909
075.974206;-42.825521;075.0000;-43.00000;COL ;O;075.9742;-42.82552
076.254721;-27.077181;075.0000;-27.25000;COL ;O;076.2547;-27.07718
092.992341;-27.278789;091.7500;-27.25000;COL ;O;092.9923;-27.27879
092.898838;-33.028221;091.7500;-33.00000;COL ;O;092.8988;-33.02822
099.903623;-33.112810;098.7499;-33.00000;COL ;O;099.9036;-33.11281
099.708666;-43.111643;098.7499;-43.00000;COL ;O;099.7087;-43.11164
090.951524;-43.005765;090.0000;-43.00000;COL ;O;090.9515;-43.00576
179.604398;+13.304078;178.0000;+14.00000;COM ;O;179.6044;+13.30408
179.608797;+28.304099;178.0000;+29.00000;COM ;O;179.6088;+28.30410
181.595519;+28.304016;180.0000;+29.00000;COM ;O;181.5955;+28.30402
181.594366;+33.304022;180.0000;+34.00000;COM ;O;181.5944;+33.30402
186.554125;+33.307491;184.9999;+34.00000;COM ;O;186.5541;+33.30749
186.557564;+31.307490;184.9999;+32.00000;COM ;O;186.5576;+31.30749
200.207645;+31.343793;198.7500;+32.00000;COM ;O;200.2076;+31.34379
200.226475;+27.843826;198.7500;+28.50000;COM ;O;200.2265;+27.84383
203.953778;+27.860365;202.5000;+28.50000;COM ;O;203.9538;+27.86036
204.028825;+14.360525;202.5000;+15.00000;COM ;O;204.0288;+14.36053
194.058955;+14.322540;192.4999;+15.00000;COM ;O;194.0590;+14.32254
194.061920;+13.322543;192.4999;+14.00000;COM ;O;194.0619;+13.32254
269.625462;-37.017465;267.4999;-37.00000;CRA ;O;269.6255;-37.01747
289.596317;-36.778548;287.5000;-37.00000;CRA ;O;289.5963;-36.77855
289.769652;-45.277548;287.5000;-45.50000;CRA ;O;289.7697;-45.27755
272.309024;-45.485979;270.0000;-45.50000;CRA ;O;272.3090;-45.48598
269.809297;-45.516352;267.4999;-45.50000;CRA ;O;269.8093;-45.51635
229.099454;+25.538099;227.7499;+26.00000;CRB ;O;229.0995;+25.53810
229.015869;+32.537726;227.7499;+33.00000;CRB ;O;229.0159;+32.53773
232.746937;+32.572659;231.4999;+33.00000;CRB ;O;232.7469;+32.57266
232.643613;+39.572169;231.4999;+40.00000;CRB ;O;232.6436;+39.57217
237.365410;+39.618960;236.2500;+40.00000;CRB ;O;237.3654;+39.61896
246.071926;+39.711764;244.9999;+40.00000;CRB ;O;246.0719;+39.71176
246.279760;+26.712906;244.9999;+27.00000;CRB ;O;246.2798;+26.71291
243.786681;+26.685558;242.5000;+27.00000;CRB ;O;243.7867;+26.68556
243.800159;+25.685630;242.5000;+26.00000;CRB ;O;243.8002;+25.68563
241.805688;+25.664177;240.4999;+26.00000;CRB ;O;241.8057;+25.66418
194.132939;-11.677399;192.4999;-11.00000;CRV ;O;194.1329;-11.67740
179.096615;-11.695808;177.4999;-11.00000;CRV ;O;179.0966;-11.69581
179.091174;-25.195828;177.4999;-24.50000;CRV ;O;179.0912;-25.19583
190.404403;-25.186435;188.7499;-24.50000;CRV ;O;190.4044;-25.18643
190.398369;-22.686437;188.7499;-22.00000;CRV ;O;190.3984;-22.68644
194.166756;-22.677370;192.4999;-22.00000;CRV ;O;194.1668;-22.67737
162.826971;-06.662181;161.2500;-06.00000;CRT ;O;162.8270;-06.66218
162.807750;-11.662152;161.2500;-11.00000;CRT ;O;162.8077;-11.66215
162.775376;-19.662103;161.2500;-19.00000;CRT ;O;162.7754;-19.66210
164.030414;-19.666644;162.4999;-19.00000;CRT ;O;164.0304;-19.66664
164.007918;-25.166613;162.4999;-24.50000;CRT ;O;164.0079;-25.16661
179.091174;-25.195828;177.4999;-24.50000;CRT ;O;179.0912;-25.19583
179.096615;-11.695808;177.4999;-11.00000;CRT ;O;179.0966;-11.69581
179.098465;-06.695800;177.4999;-06.00000;CRT ;O;179.0985;-06.69580
174.342154;-06.691695;172.7500;-06.00000;CRT ;O;174.3422;-06.69169
179.070614;-55.695864;177.4999;-55.00000;CRU ;O;179.0706;-55.69586
179.057196;-64.695870;177.4999;-64.00000;CRU ;O;179.0572;-64.69587
194.438279;-64.677043;192.4999;-64.00000;CRU ;O;194.4383;-64.67704
194.334403;-55.677180;192.4999;-55.00000;CRU ;O;194.3344;-55.67718
290.132616;+27.732412;288.8749;+27.50000;CYG ;O;290.1326;+27.73241
290.095234;+30.232197;288.8749;+30.00000;CYG ;O;290.0952;+30.23220
291.598764;+30.249315;290.3749;+30.00000;CYG ;O;291.5988;+30.24931
291.492616;+36.748712;290.3749;+36.50000;CYG ;O;291.4926;+36.74871
292.119652;+36.755800;291.0000;+36.50000;CYG ;O;292.1197;+36.75580
291.983560;+43.755030;291.0000;+43.50000;CYG ;O;291.9836;+43.75503
288.470340;+43.714940;287.5000;+43.50000;CYG ;O;288.4703;+43.71494
288.375553;+47.714393;287.5000;+47.50000;CYG ;O;288.3756;+47.71439
287.120679;+47.699867;286.2499;+47.50000;CYG ;O;287.1207;+47.69987
286.876507;+55.698447;286.2499;+55.50000;CYG ;O;286.8765;+55.69845
291.904646;+55.755999;291.2500;+55.50000;CYG ;O;291.9046;+55.75600
291.809604;+58.255463;291.2500;+58.00000;CYG ;O;291.8096;+58.25546
297.100610;+58.313858;296.5000;+58.00000;CYG ;O;297.1006;+58.31386
297.039311;+59.813527;296.5000;+59.50000;CYG ;O;297.0393;+59.81353
300.573344;+59.851058;300.0000;+59.50000;CYG ;O;300.5733;+59.85106
308.716646;+59.932209;308.0500;+59.50000;CYG ;O;308.7166;+59.93221
308.660864;+61.348614;308.0500;+60.91667;CYG ;O;308.6609;+61.34861
309.623848;+61.357664;309.0000;+60.91667;CYG ;O;309.6238;+61.35766
309.831382;+55.275296;309.0000;+54.83333;CYG ;O;309.8314;+55.27530
330.602189;+55.436437;329.5000;+54.83333;CYG ;O;330.6022;+55.43644
330.639208;+53.353220;329.5000;+52.75000;CYG ;O;330.6392;+53.35322
330.762645;+44.603600;329.5000;+44.00000;CYG ;O;330.7626;+44.60360
329.878576;+44.598208;328.6249;+44.00000;CYG ;O;329.8786;+44.59821
329.881609;+44.348217;328.6249;+43.75000;CYG ;O;329.8816;+44.34822
329.376617;+44.345074;328.1250;+43.75000;CYG ;O;329.3766;+44.34507
329.460991;+36.595346;328.1250;+36.00000;CYG ;O;329.4610;+36.59535
327.319922;+36.581511;325.9999;+36.00000;CYG ;O;327.3199;+36.58151
327.395141;+28.581770;325.9999;+28.00000;CYG ;O;327.3951;+28.58177
322.620121;+28.548032;321.2500;+28.00000;CYG ;O;322.6201;+28.54803
315.083885;+28.487172;313.7500;+28.00000;CYG ;O;315.0839;+28.48717
315.072571;+29.487122;313.7500;+29.00000;CYG ;O;315.0726;+29.48712
296.250922;+29.301056;295.0000;+29.00000;CYG ;O;296.2509;+29.30106
296.272187;+27.801173;295.0000;+27.50000;CYG ;O;296.2722;+27.80117
309.579853;+02.436096;307.9999;+02.00000;DEL ;O;309.5799;+02.43610
306.079082;+02.402155;304.5000;+02.00000;DEL ;O;306.0791;+02.40216
306.013931;+08.901828;304.5000;+08.50000;DEL ;O;306.0139;+08.90183
303.636632;+08.877917;302.1250;+08.50000;DEL ;O;303.6366;+08.87792
303.558948;+16.127516;302.1250;+15.75000;DEL ;O;303.5589;+16.12752
305.186935;+16.143963;303.7500;+15.75000;DEL ;O;305.1869;+16.14396
305.134035;+20.893695;303.7500;+20.50000;DEL ;O;305.1340;+20.89369
309.896913;+20.939939;308.5000;+20.50000;DEL ;O;309.8969;+20.93994
309.907620;+19.939990;308.5000;+19.50000;DEL ;O;309.9076;+19.93999
317.178741;+20.004630;315.7500;+19.50000;DEL ;O;317.1787;+20.00463
317.248310;+12.338258;315.7500;+11.83333;DEL ;O;317.2483;+12.33826
314.618567;+12.315763;313.1250;+11.83333;DEL ;O;314.6186;+12.31576
314.671056;+06.482668;313.1250;+06.00000;DEL ;O;314.6711;+06.48267
314.045459;+06.477165;312.4999;+06.00000;DEL ;O;314.0455;+06.47717
314.081056;+02.477326;312.4999;+02.00000;DEL ;O;314.0811;+02.47733
058.318552;-52.796790;057.4999;-53.16667;DOR ;O;058.3186;-52.79679
060.797653;-52.822759;060.0000;-53.16667;DOR ;O;060.7977;-52.82276
060.692664;-56.155530;060.0000;-56.50000;DOR ;O;060.6927;-56.15553
065.650198;-56.209336;064.9999;-56.50000;DOR ;O;065.6502;-56.20934
065.554313;-58.708804;064.9999;-59.00000;DOR ;O;065.5543;-58.70880
069.274259;-58.750617;068.7499;-59.00000;DOR ;O;069.2743;-58.75062
068.793691;-67.247879;068.7499;-67.50000;DOR ;O;068.7937;-67.24788
068.581166;-69.746668;068.7499;-70.00000;DOR ;O;068.5812;-69.74667
098.454020;-70.104127;098.7499;-70.00000;DOR ;O;098.4540;-70.10413
098.936906;-64.107020;098.7499;-64.00000;DOR ;O;098.9369;-64.10702
090.173310;-64.001035;090.0000;-64.00000;DOR ;O;090.1733;-64.00104
090.344747;-61.002077;090.0000;-61.00000;DOR ;O;090.3447;-61.00208
082.857313;-60.911258;082.5000;-61.00000;DOR ;O;082.8573;-60.91126
083.018515;-57.412232;082.5000;-57.50000;DOR ;O;083.0185;-57.41223
075.547467;-57.323003;075.0000;-57.50000;DOR ;O;075.5475;-57.32300
075.676751;-53.823765;075.0000;-54.00000;DOR ;O;075.6768;-53.82377
068.217486;-53.737589;067.5000;-54.00000;DOR ;O;068.2175;-53.73759
068.362005;-48.738407;067.5000;-49.00000;DOR ;O;068.3620;-48.73841
064.882152;-48.699619;064.0000;-49.00000;DOR ;O;064.8822;-48.69962
062.149682;-48.669925;061.2499;-49.00000;DOR ;O;062.1497;-48.66993
062.098406;-50.669649;061.2499;-51.00000;DOR ;O;062.0984;-50.66965
058.376937;-50.630423;057.4999;-51.00000;DOR ;O;058.3769;-50.63042
140.615093;+72.974195;137.5000;+73.50000;DRA ;O;140.6151;+72.97419
142.190573;+81.467828;137.5000;+82.00000;DRA ;O;142.1906;+81.46783
163.104984;+81.339692;160.0000;+82.00000;DRA ;O;163.1050;+81.33969
162.818215;+79.340264;160.0000;+80.00000;DRA ;O;162.8182;+79.34026
174.531298;+79.308435;172.5000;+80.00000;DRA ;O;174.5313;+79.30844
174.434545;+76.308503;172.5000;+77.00000;DRA ;O;174.4345;+76.30850
195.820510;+76.329001;195.0000;+77.00000;DRA ;O;195.8205;+76.32900
196.097366;+69.329457;195.0000;+70.00000;DRA ;O;196.0974;+69.32946
210.650775;+69.399208;210.0000;+70.00000;DRA ;O;210.6508;+69.39921
210.820510;+65.399734;210.0000;+66.00000;DRA ;O;210.8205;+65.39973
235.329597;+65.602411;235.0000;+66.00000;DRA ;O;235.3296;+65.60241
235.050688;+69.601011;235.0000;+70.00000;DRA ;O;235.0507;+69.60101
247.841166;+69.738359;247.9999;+70.00000;DRA ;O;247.8412;+69.73836
247.220878;+74.734846;247.9999;+75.00000;DRA ;O;247.2209;+74.73485
261.536860;+74.903350;262.5000;+75.00000;DRA ;O;261.5369;+74.90335
260.218295;+79.895389;262.5000;+80.00000;DRA ;O;260.2183;+79.89539
267.656432;+79.985778;270.0000;+80.00000;DRA ;O;267.6564;+79.98578
261.723364;+85.949604;270.0000;+86.00000;DRA ;O;261.7234;+85.94960
308.722253;+86.465584;315.0000;+86.00000;DRA ;O;308.7223;+86.46558
313.706262;+80.486739;315.0000;+80.00000;DRA ;O;313.7063;+80.48674
300.674198;+80.364750;302.5000;+80.00000;DRA ;O;300.6742;+80.36475
301.873617;+75.370844;302.5000;+75.00000;DRA ;O;301.8736;+75.37084
309.573275;+75.445489;310.0000;+75.00000;DRA ;O;309.5733;+75.44549
310.334109;+67.448991;310.0000;+67.00000;DRA ;O;310.3341;+67.44899
306.517485;+67.412919;306.2500;+67.00000;DRA ;O;306.5175;+67.41292
306.811913;+61.914349;306.2500;+61.50000;DRA ;O;306.8119;+61.91435
300.485291;+61.850598;300.0000;+61.50000;DRA ;O;300.4853;+61.85060
300.573344;+59.851058;300.0000;+59.50000;DRA ;O;300.5733;+59.85106
297.039311;+59.813527;296.5000;+59.50000;DRA ;O;297.0393;+59.81353
297.100610;+58.313858;296.5000;+58.00000;DRA ;O;297.1006;+58.31386
291.809604;+58.255463;291.2500;+58.00000;DRA ;O;291.8096;+58.25546
291.904646;+55.755999;291.2500;+55.50000;DRA ;O;291.9046;+55.75600
286.876507;+55.698447;286.2499;+55.50000;DRA ;O;286.8765;+55.69845
287.120679;+47.699867;286.2499;+47.50000;DRA ;O;287.1207;+47.69987
274.342391;+47.547618;273.4999;+47.50000;DRA ;O;274.3424;+47.54762
274.257702;+50.547105;273.4999;+50.50000;DRA ;O;274.2577;+50.54711
255.786349;+50.324484;255.0000;+50.50000;DRA ;O;255.7863;+50.32448
255.756833;+51.324311;255.0000;+51.50000;DRA ;O;255.7568;+51.32431
